record_id,employee_id,loan_volumes,transaction_accuracy,workplan_completion,error_frequencies,feedback_text,truthfulness_weight,reliability_target,recorded_at
1908,159,112,86.22,69.56,4,Demonstrates exemplary regulatory compliance.,0.85,1,2025-12-01 00:00:00
1909,160,105,84.69,79.97,3,Demonstrates exemplary regulatory compliance.,0.99,1,2025-01-01 00:00:00
1910,160,101,85.0,90.16,0,Strictly adheres to KYC protocols.,0.95,1,2025-02-01 00:00:00
1911,160,92,86.37,84.25,2,Zero compliance audit findings.,1.0,2,2025-03-01 00:00:00
1912,160,81,88.62,91.49,0,Strictly adheres to KYC protocols.,0.94,1,2025-04-01 00:00:00
1913,160,86,92.52,86.84,4,Strictly adheres to KYC protocols.,0.87,1,2025-05-01 00:00:00
1914,160,87,86.9,88.31,3,Strictly adheres to KYC protocols.,0.96,1,2025-06-01 00:00:00
1915,160,122,82.75,96.0,0,Zero compliance audit findings.,0.99,1,2025-07-01 00:00:00
1916,160,83,87.79,86.15,7,Demonstrates exemplary regulatory compliance.,0.9,1,2025-08-01 00:00:00
1917,160,107,92.97,82.11,1,Strictly adheres to KYC protocols.,0.99,1,2025-09-01 00:00:00
1918,160,89,86.28,76.54,0,Zero compliance audit findings.,1.0,1,2025-10-01 00:00:00
1919,160,149,85.86,78.43,4,Demonstrates exemplary regulatory compliance.,0.98,1,2025-11-01 00:00:00
1920,160,95,94.76,81.17,0,Demonstrates exemplary regulatory compliance.,0.97,1,2025-12-01 00:00:00
1921,161,58,78.12,62.11,7,Frequent audit exceptions flagged.,0.91,2,2025-01-01 00:00:00
1922,161,77,76.9,65.84,2,Fails to verify documentation thoroughly.,0.89,0,2025-02-01 00:00:00
1923,161,52,72.84,83.33,9,Fails to verify documentation thoroughly.,0.87,0,2025-03-01 00:00:00
1924,161,80,70.37,66.96,5,Fails to verify documentation thoroughly.,0.96,0,2025-04-01 00:00:00
1925,161,43,76.01,48.62,3,Frequent audit exceptions flagged.,0.89,0,2025-05-01 00:00:00
1926,161,53,72.29,82.37,7,Fails to verify documentation thoroughly.,0.99,0,2025-06-01 00:00:00
1927,161,69,78.64,72.88,2,Frequent audit exceptions flagged.,0.9,0,2025-07-01 00:00:00
1928,161,55,81.43,86.89,3,Minor KYC compliance oversight noted.,0.93,0,2025-08-01 00:00:00
1929,161,39,90.95,64.63,2,Fails to verify documentation thoroughly.,0.91,0,2025-09-01 00:00:00
1930,161,32,70.89,84.43,4,Fails to verify documentation thoroughly.,0.91,0,2025-10-01 00:00:00
1931,161,48,84.24,86.34,5,Fails to verify documentation thoroughly.,0.94,0,2025-11-01 00:00:00
1932,161,55,72.87,70.19,4,Fails to verify documentation thoroughly.,0.86,0,2025-12-01 00:00:00
1933,162,116,95.38,89.48,0,Completes workplans well ahead of schedule.,0.92,2,2025-01-01 00:00:00
1934,162,128,95.16,87.12,0,Consistently exceeds monthly volume targets.,0.96,2,2025-02-01 00:00:00
1935,162,153,95.62,90.53,1,High output speed on ledger entries.,0.95,2,2025-03-01 00:00:00
1936,162,119,97.01,93.72,5,Consistently exceeds monthly volume targets.,0.92,2,2025-04-01 00:00:00
1937,162,137,96.36,100.0,3,High output speed on ledger entries.,1.0,2,2025-05-01 00:00:00
1938,162,125,97.69,90.81,3,Completes workplans well ahead of schedule.,0.98,2,2025-06-01 00:00:00
1939,162,136,92.44,90.1,0,Completes workplans well ahead of schedule.,0.94,2,2025-07-01 00:00:00
1940,162,135,100.0,97.16,0,Completes workplans well ahead of schedule.,0.93,0,2025-08-01 00:00:00
1941,162,137,95.8,91.94,0,Completes workplans well ahead of schedule.,0.86,2,2025-09-01 00:00:00
1942,162,144,99.66,98.91,0,Completes workplans well ahead of schedule.,0.97,2,2025-10-01 00:00:00
1943,162,166,99.46,95.01,1,High output speed on ledger entries.,0.86,2,2025-11-01 00:00:00
1944,162,163,99.42,96.94,1,Completes workplans well ahead of schedule.,0.95,2,2025-12-01 00:00:00
1945,163,161,100.0,95.78,0,Consistently exceeds monthly volume targets.,0.98,2,2025-01-01 00:00:00
1946,163,136,94.53,90.55,2,Consistently exceeds monthly volume targets.,0.89,2,2025-02-01 00:00:00
1947,163,109,99.33,90.45,0,Completes workplans well ahead of schedule.,0.96,2,2025-03-01 00:00:00
1948,163,99,99.13,90.94,0,High output speed on ledger entries.,0.89,2,2025-04-01 00:00:00
1949,163,134,94.83,98.1,0,Consistently exceeds monthly volume targets.,0.86,2,2025-05-01 00:00:00
1950,163,136,98.44,96.34,1,Completes workplans well ahead of schedule.,0.95,2,2025-06-01 00:00:00
1951,163,111,97.2,93.89,0,High output speed on ledger entries.,0.85,2,2025-07-01 00:00:00
1952,163,124,94.75,95.31,3,Consistently exceeds monthly volume targets.,0.92,2,2025-08-01 00:00:00
1953,163,145,92.79,89.65,2,Completes workplans well ahead of schedule.,0.95,2,2025-09-01 00:00:00
1954,163,121,90.03,90.66,0,Completes workplans well ahead of schedule.,0.92,2,2025-10-01 00:00:00
1955,163,131,95.31,94.14,0,Completes workplans well ahead of schedule.,0.94,2,2025-11-01 00:00:00
1956,163,113,94.21,91.44,2,Completes workplans well ahead of schedule.,0.95,2,2025-12-01 00:00:00
1957,164,44,70.61,83.21,6,Fails to verify documentation thoroughly.,0.86,0,2025-01-01 00:00:00
1958,164,53,76.19,78.11,6,Minor KYC compliance oversight noted.,0.97,0,2025-02-01 00:00:00
1959,164,32,67.93,64.3,8,Frequent audit exceptions flagged.,0.98,0,2025-03-01 00:00:00
1960,164,45,64.25,78.77,5,Minor KYC compliance oversight noted.,0.87,0,2025-04-01 00:00:00
1961,164,42,78.38,57.37,5,Minor KYC compliance oversight noted.,0.94,0,2025-05-01 00:00:00
1962,164,11,64.52,71.69,5,Frequent audit exceptions flagged.,0.9,0,2025-06-01 00:00:00
1963,164,50,72.83,74.54,4,Fails to verify documentation thoroughly.,0.91,0,2025-07-01 00:00:00
1964,164,52,76.86,80.87,6,Minor KYC compliance oversight noted.,0.87,0,2025-08-01 00:00:00
1965,164,43,76.36,74.97,6,Frequent audit exceptions flagged.,0.92,0,2025-09-01 00:00:00
1966,164,32,75.84,44.17,5,Minor KYC compliance oversight noted.,0.94,0,2025-10-01 00:00:00
1967,164,50,77.59,80.98,7,Minor KYC compliance oversight noted.,0.97,0,2025-11-01 00:00:00
1968,164,63,72.96,73.54,10,Fails to verify documentation thoroughly.,0.87,0,2025-12-01 00:00:00
1969,165,53,87.82,93.73,4,Demonstrates exemplary regulatory compliance.,0.91,1,2025-01-01 00:00:00
1970,165,69,88.9,89.25,3,Zero compliance audit findings.,0.94,1,2025-02-01 00:00:00
1971,165,128,91.82,94.23,1,Demonstrates exemplary regulatory compliance.,0.86,1,2025-03-01 00:00:00
1972,165,138,84.6,86.55,6,Zero compliance audit findings.,0.94,1,2025-04-01 00:00:00
1973,165,90,88.84,92.07,2,Demonstrates exemplary regulatory compliance.,0.99,1,2025-05-01 00:00:00
1974,165,113,96.57,86.43,5,Zero compliance audit findings.,0.86,1,2025-06-01 00:00:00
1975,165,135,82.97,83.77,1,Strictly adheres to KYC protocols.,0.9,1,2025-07-01 00:00:00
1976,165,45,91.25,82.77,2,Strictly adheres to KYC protocols.,0.95,1,2025-08-01 00:00:00
1977,165,83,90.56,78.27,3,Zero compliance audit findings.,0.99,2,2025-09-01 00:00:00
1978,165,104,89.48,79.24,4,Zero compliance audit findings.,0.92,1,2025-10-01 00:00:00
1979,165,88,90.35,79.32,2,Strictly adheres to KYC protocols.,0.88,1,2025-11-01 00:00:00
1980,165,71,83.65,86.95,1,Zero compliance audit findings.,0.93,1,2025-12-01 00:00:00
1981,166,92,91.68,84.02,3,Demonstrates exemplary regulatory compliance.,0.9,1,2025-01-01 00:00:00
1982,166,82,85.24,83.51,2,Demonstrates exemplary regulatory compliance.,0.96,1,2025-02-01 00:00:00
1983,166,69,85.55,75.46,1,Zero compliance audit findings.,0.89,1,2025-03-01 00:00:00
1984,166,147,84.63,87.64,4,Demonstrates exemplary regulatory compliance.,0.91,1,2025-04-01 00:00:00
1985,166,88,90.07,96.72,0,Demonstrates exemplary regulatory compliance.,0.9,1,2025-05-01 00:00:00
1986,166,113,92.06,84.52,2,Zero compliance audit findings.,0.98,1,2025-06-01 00:00:00
1987,166,97,81.37,67.0,1,Demonstrates exemplary regulatory compliance.,0.95,1,2025-07-01 00:00:00
1988,166,124,81.65,66.35,4,Strictly adheres to KYC protocols.,0.87,1,2025-08-01 00:00:00
1989,166,109,92.4,84.26,0,Strictly adheres to KYC protocols.,0.92,1,2025-09-01 00:00:00
1990,166,53,87.28,78.87,2,Zero compliance audit findings.,0.92,1,2025-10-01 00:00:00
1991,166,117,94.79,62.23,3,Strictly adheres to KYC protocols.,0.86,1,2025-11-01 00:00:00
1992,166,114,87.71,84.46,4,Strictly adheres to KYC protocols.,0.89,1,2025-12-01 00:00:00
1993,167,145,90.69,91.24,1,Completes workplans well ahead of schedule.,0.97,2,2025-01-01 00:00:00
1994,167,123,94.88,90.47,0,Completes workplans well ahead of schedule.,0.9,0,2025-02-01 00:00:00
1995,167,141,91.6,95.94,3,Consistently exceeds monthly volume targets.,0.87,2,2025-03-01 00:00:00
1996,167,105,86.61,96.01,0,Consistently exceeds monthly volume targets.,1.0,2,2025-04-01 00:00:00
1997,167,93,90.85,90.8,0,High output speed on ledger entries.,0.97,2,2025-05-01 00:00:00
1998,167,104,96.7,91.08,0,Completes workplans well ahead of schedule.,0.87,2,2025-06-01 00:00:00
1999,167,162,100.0,94.31,2,Completes workplans well ahead of schedule.,0.94,2,2025-07-01 00:00:00
2000,167,122,96.21,100.0,0,Consistently exceeds monthly volume targets.,0.99,2,2025-08-01 00:00:00
2001,167,111,99.71,92.12,0,High output speed on ledger entries.,0.99,2,2025-09-01 00:00:00
2002,167,121,94.31,89.0,2,Consistently exceeds monthly volume targets.,0.97,2,2025-10-01 00:00:00
2003,167,157,91.85,100.0,3,Completes workplans well ahead of schedule.,0.99,2,2025-11-01 00:00:00
2004,167,135,95.75,100.0,2,Completes workplans well ahead of schedule.,0.88,0,2025-12-01 00:00:00
2005,168,78,89.67,77.86,1,Strictly adheres to KYC protocols.,0.99,1,2025-01-01 00:00:00
2006,168,74,95.85,81.5,1,Strictly adheres to KYC protocols.,0.96,1,2025-02-01 00:00:00
2007,168,98,94.45,78.13,2,Demonstrates exemplary regulatory compliance.,0.98,1,2025-03-01 00:00:00
2008,168,68,90.07,85.47,3,Strictly adheres to KYC protocols.,0.9,1,2025-04-01 00:00:00
2009,168,96,89.05,86.74,1,Strictly adheres to KYC protocols.,0.88,1,2025-05-01 00:00:00
2010,168,90,84.6,75.51,1,Zero compliance audit findings.,0.85,1,2025-06-01 00:00:00
2011,168,92,90.98,76.67,3,Zero compliance audit findings.,0.93,1,2025-07-01 00:00:00
2012,168,101,87.15,94.68,2,Strictly adheres to KYC protocols.,0.96,1,2025-08-01 00:00:00
2013,168,98,85.3,91.65,6,Zero compliance audit findings.,0.95,1,2025-09-01 00:00:00
2014,168,92,87.56,75.53,1,Strictly adheres to KYC protocols.,0.93,1,2025-10-01 00:00:00
2015,168,86,100.0,83.84,1,Strictly adheres to KYC protocols.,0.91,1,2025-11-01 00:00:00
2016,168,127,92.72,82.37,1,Zero compliance audit findings.,0.99,1,2025-12-01 00:00:00
2017,169,103,87.64,78.72,2,Demonstrates exemplary regulatory compliance.,0.9,1,2025-01-01 00:00:00
2018,169,60,85.75,89.58,5,Strictly adheres to KYC protocols.,0.97,1,2025-02-01 00:00:00
2019,169,87,90.02,85.24,1,Demonstrates exemplary regulatory compliance.,0.99,1,2025-03-01 00:00:00
2020,169,60,94.56,76.56,3,Strictly adheres to KYC protocols.,0.91,1,2025-04-01 00:00:00
2021,169,121,95.52,98.43,3,Strictly adheres to KYC protocols.,0.91,1,2025-05-01 00:00:00
2022,169,90,85.11,92.97,5,Strictly adheres to KYC protocols.,0.95,1,2025-06-01 00:00:00
2023,169,72,94.43,79.08,2,Demonstrates exemplary regulatory compliance.,1.0,2,2025-07-01 00:00:00
2024,169,94,91.7,94.77,1,Demonstrates exemplary regulatory compliance.,1.0,1,2025-08-01 00:00:00
2025,169,116,85.52,78.68,2,Zero compliance audit findings.,0.95,1,2025-09-01 00:00:00
2026,169,118,87.58,83.28,3,Demonstrates exemplary regulatory compliance.,0.96,1,2025-10-01 00:00:00
2027,169,104,86.68,84.4,4,Zero compliance audit findings.,0.85,1,2025-11-01 00:00:00
2028,169,103,88.69,91.63,3,Zero compliance audit findings.,0.94,1,2025-12-01 00:00:00
2029,170,93,94.11,89.21,2,Strictly adheres to KYC protocols.,0.92,1,2025-01-01 00:00:00
2030,170,104,77.99,85.36,1,Strictly adheres to KYC protocols.,0.94,1,2025-02-01 00:00:00
2031,170,88,95.54,81.64,2,Demonstrates exemplary regulatory compliance.,0.95,1,2025-03-01 00:00:00
2032,170,90,87.82,80.46,1,Demonstrates exemplary regulatory compliance.,0.88,1,2025-04-01 00:00:00
2033,170,95,83.48,85.3,4,Zero compliance audit findings.,0.9,2,2025-05-01 00:00:00
2034,170,88,91.43,82.16,0,Demonstrates exemplary regulatory compliance.,0.98,1,2025-06-01 00:00:00
2035,170,87,95.27,75.87,2,Demonstrates exemplary regulatory compliance.,0.89,1,2025-07-01 00:00:00
2036,170,100,86.89,80.68,2,Strictly adheres to KYC protocols.,0.9,1,2025-08-01 00:00:00
2037,170,133,85.06,97.85,3,Zero compliance audit findings.,0.87,1,2025-09-01 00:00:00
2038,170,85,91.0,82.77,0,Strictly adheres to KYC protocols.,0.93,1,2025-10-01 00:00:00
2039,170,129,89.14,73.8,2,Zero compliance audit findings.,0.97,1,2025-11-01 00:00:00
2040,170,83,80.41,85.97,2,Demonstrates exemplary regulatory compliance.,0.93,1,2025-12-01 00:00:00
2041,171,103,79.57,77.78,4,Frequent audit exceptions flagged.,0.89,1,2025-01-01 00:00:00
2042,171,38,78.11,61.89,7,Frequent audit exceptions flagged.,0.86,0,2025-02-01 00:00:00
2043,171,66,73.37,70.61,2,Frequent audit exceptions flagged.,0.92,0,2025-03-01 00:00:00
2044,171,41,82.05,84.99,9,Frequent audit exceptions flagged.,0.92,0,2025-04-01 00:00:00
2045,171,16,68.14,76.03,5,Minor KYC compliance oversight noted.,1.0,0,2025-05-01 00:00:00
2046,171,28,75.55,71.54,4,Frequent audit exceptions flagged.,0.99,0,2025-06-01 00:00:00
2047,171,56,76.12,68.38,3,Frequent audit exceptions flagged.,0.94,0,2025-07-01 00:00:00
2048,171,10,86.81,71.85,4,Fails to verify documentation thoroughly.,0.95,0,2025-08-01 00:00:00
2049,171,53,70.38,59.79,7,Frequent audit exceptions flagged.,0.87,0,2025-09-01 00:00:00
2050,171,46,66.27,81.04,4,Fails to verify documentation thoroughly.,0.89,0,2025-10-01 00:00:00
2051,171,46,93.82,85.12,5,Fails to verify documentation thoroughly.,0.88,0,2025-11-01 00:00:00
2052,171,31,69.37,72.51,5,Fails to verify documentation thoroughly.,0.87,0,2025-12-01 00:00:00
2053,172,82,80.95,100.0,2,Zero compliance audit findings.,0.86,1,2025-01-01 00:00:00
2054,172,111,91.54,78.47,0,Strictly adheres to KYC protocols.,0.87,1,2025-02-01 00:00:00
2055,172,105,81.66,83.55,4,Strictly adheres to KYC protocols.,0.91,1,2025-03-01 00:00:00
2056,172,104,93.21,89.76,3,Demonstrates exemplary regulatory compliance.,0.93,1,2025-04-01 00:00:00
2057,172,121,89.94,74.78,1,Zero compliance audit findings.,0.94,1,2025-05-01 00:00:00
2058,172,48,84.79,81.17,5,Demonstrates exemplary regulatory compliance.,0.92,1,2025-06-01 00:00:00
2059,172,105,87.56,88.67,6,Zero compliance audit findings.,0.91,1,2025-07-01 00:00:00
2060,172,119,91.91,75.35,4,Strictly adheres to KYC protocols.,0.87,1,2025-08-01 00:00:00
2061,172,98,87.94,84.99,2,Demonstrates exemplary regulatory compliance.,1.0,1,2025-09-01 00:00:00
2062,172,105,84.77,77.04,0,Demonstrates exemplary regulatory compliance.,0.87,1,2025-10-01 00:00:00
2063,172,110,89.56,80.64,0,Strictly adheres to KYC protocols.,0.85,1,2025-11-01 00:00:00
2064,172,103,84.46,92.71,1,Strictly adheres to KYC protocols.,0.91,1,2025-12-01 00:00:00
2065,173,134,96.74,87.99,1,Consistently exceeds monthly volume targets.,0.91,2,2025-01-01 00:00:00
2066,173,149,97.1,100.0,1,Consistently exceeds monthly volume targets.,0.89,2,2025-02-01 00:00:00
2067,173,150,93.98,93.77,1,Completes workplans well ahead of schedule.,0.91,2,2025-03-01 00:00:00
2068,173,94,97.3,98.94,0,High output speed on ledger entries.,0.92,2,2025-04-01 00:00:00
2069,173,145,100.0,93.3,1,Consistently exceeds monthly volume targets.,0.94,2,2025-05-01 00:00:00
2070,173,149,99.54,93.33,0,Consistently exceeds monthly volume targets.,0.9,2,2025-06-01 00:00:00
2071,173,110,95.63,98.45,0,High output speed on ledger entries.,0.97,2,2025-07-01 00:00:00
2072,173,155,95.03,99.98,1,High output speed on ledger entries.,0.9,2,2025-08-01 00:00:00
2073,173,128,98.43,95.77,2,Consistently exceeds monthly volume targets.,0.94,2,2025-09-01 00:00:00
2074,173,144,97.8,94.68,0,Completes workplans well ahead of schedule.,0.9,2,2025-10-01 00:00:00
2075,173,124,95.45,87.41,1,High output speed on ledger entries.,0.96,2,2025-11-01 00:00:00
2076,173,114,98.13,86.34,1,Completes workplans well ahead of schedule.,0.87,2,2025-12-01 00:00:00
2077,174,76,83.31,85.58,3,Demonstrates exemplary regulatory compliance.,0.92,1,2025-01-01 00:00:00
2078,174,72,92.46,74.91,4,Zero compliance audit findings.,0.96,1,2025-02-01 00:00:00
2079,174,118,85.19,86.18,2,Strictly adheres to KYC protocols.,0.95,1,2025-03-01 00:00:00
2080,174,75,82.94,87.9,3,Zero compliance audit findings.,0.99,1,2025-04-01 00:00:00
2081,174,93,86.13,87.94,5,Zero compliance audit findings.,0.99,1,2025-05-01 00:00:00
2082,174,102,88.36,100.0,2,Zero compliance audit findings.,0.95,1,2025-06-01 00:00:00
2083,174,95,85.3,70.21,2,Strictly adheres to KYC protocols.,0.94,1,2025-07-01 00:00:00
2084,174,67,89.36,82.27,1,Demonstrates exemplary regulatory compliance.,0.95,1,2025-08-01 00:00:00
2085,174,112,90.31,96.46,2,Demonstrates exemplary regulatory compliance.,0.88,1,2025-09-01 00:00:00
2086,174,100,85.58,88.46,3,Demonstrates exemplary regulatory compliance.,0.96,1,2025-10-01 00:00:00
2087,174,78,90.46,92.3,0,Demonstrates exemplary regulatory compliance.,0.96,1,2025-11-01 00:00:00
2088,174,128,88.08,85.32,3,Demonstrates exemplary regulatory compliance.,0.87,1,2025-12-01 00:00:00
2089,175,120,92.33,89.74,2,Demonstrates exemplary regulatory compliance.,0.85,1,2025-01-01 00:00:00
2090,175,94,83.11,73.3,3,Strictly adheres to KYC protocols.,0.96,1,2025-02-01 00:00:00
2091,175,74,86.33,82.49,0,Demonstrates exemplary regulatory compliance.,0.97,1,2025-03-01 00:00:00
2092,175,104,94.4,84.26,4,Demonstrates exemplary regulatory compliance.,0.94,1,2025-04-01 00:00:00
2093,175,91,92.35,77.94,3,Zero compliance audit findings.,0.85,1,2025-05-01 00:00:00
2094,175,79,85.52,99.11,0,Zero compliance audit findings.,0.85,1,2025-06-01 00:00:00
2095,175,126,88.54,91.32,2,Demonstrates exemplary regulatory compliance.,0.89,1,2025-07-01 00:00:00
2096,175,81,100.0,84.75,2,Strictly adheres to KYC protocols.,0.93,1,2025-08-01 00:00:00
2097,175,111,86.72,86.72,4,Zero compliance audit findings.,0.89,1,2025-09-01 00:00:00
2098,175,109,93.29,74.09,0,Strictly adheres to KYC protocols.,0.99,1,2025-10-01 00:00:00
2099,175,91,87.82,92.71,1,Demonstrates exemplary regulatory compliance.,0.94,1,2025-11-01 00:00:00
2100,175,112,85.63,83.42,2,Zero compliance audit findings.,0.96,1,2025-12-01 00:00:00
2101,176,116,88.4,71.93,1,Zero compliance audit findings.,0.9,1,2025-01-01 00:00:00
2102,176,98,87.41,90.04,1,Zero compliance audit findings.,0.89,1,2025-02-01 00:00:00
2103,176,75,82.75,99.82,5,Strictly adheres to KYC protocols.,0.96,0,2025-03-01 00:00:00
2104,176,81,88.57,76.51,1,Demonstrates exemplary regulatory compliance.,0.93,1,2025-04-01 00:00:00
2105,176,80,88.32,81.51,3,Demonstrates exemplary regulatory compliance.,0.87,1,2025-05-01 00:00:00
2106,176,108,86.22,86.35,1,Strictly adheres to KYC protocols.,0.93,1,2025-06-01 00:00:00
2107,176,108,88.39,86.04,2,Strictly adheres to KYC protocols.,0.91,1,2025-07-01 00:00:00
2108,176,132,92.69,86.86,3,Strictly adheres to KYC protocols.,0.85,1,2025-08-01 00:00:00
2109,176,102,86.26,88.27,4,Demonstrates exemplary regulatory compliance.,0.95,1,2025-09-01 00:00:00
2110,176,129,89.96,81.08,4,Strictly adheres to KYC protocols.,0.95,1,2025-10-01 00:00:00
2111,176,77,82.62,65.99,3,Strictly adheres to KYC protocols.,0.91,1,2025-11-01 00:00:00
2112,176,108,88.64,86.54,3,Strictly adheres to KYC protocols.,0.93,1,2025-12-01 00:00:00
2113,177,70,72.63,73.07,1,Minor KYC compliance oversight noted.,1.0,0,2025-01-01 00:00:00
2114,177,36,70.92,76.01,5,Minor KYC compliance oversight noted.,0.91,0,2025-02-01 00:00:00
2115,177,43,75.82,58.06,4,Frequent audit exceptions flagged.,0.85,0,2025-03-01 00:00:00
2116,177,74,77.04,83.4,7,Fails to verify documentation thoroughly.,0.94,0,2025-04-01 00:00:00
2117,177,61,81.18,74.7,4,Frequent audit exceptions flagged.,0.85,0,2025-05-01 00:00:00
2118,177,45,89.78,65.68,6,Fails to verify documentation thoroughly.,0.89,0,2025-06-01 00:00:00
2119,177,79,73.23,67.24,3,Frequent audit exceptions flagged.,0.9,0,2025-07-01 00:00:00
2120,177,39,91.42,81.35,3,Frequent audit exceptions flagged.,0.98,0,2025-08-01 00:00:00
2121,177,72,88.49,66.35,7,Fails to verify documentation thoroughly.,0.93,2,2025-09-01 00:00:00
2122,177,17,70.17,59.64,7,Minor KYC compliance oversight noted.,0.91,0,2025-10-01 00:00:00
2123,177,63,84.99,66.3,6,Minor KYC compliance oversight noted.,0.96,0,2025-11-01 00:00:00
2124,177,32,63.48,72.66,4,Fails to verify documentation thoroughly.,0.88,0,2025-12-01 00:00:00
2125,178,32,80.63,70.34,3,Frequent audit exceptions flagged.,0.9,0,2025-01-01 00:00:00
2126,178,31,81.8,84.18,6,Frequent audit exceptions flagged.,0.95,0,2025-02-01 00:00:00
2127,178,54,79.84,62.7,4,Frequent audit exceptions flagged.,0.89,0,2025-03-01 00:00:00
2128,178,21,68.59,73.12,3,Fails to verify documentation thoroughly.,0.92,0,2025-04-01 00:00:00
2129,178,61,73.07,65.13,4,Frequent audit exceptions flagged.,0.99,0,2025-05-01 00:00:00
2130,178,82,77.09,71.51,3,Minor KYC compliance oversight noted.,0.85,0,2025-06-01 00:00:00
2131,178,54,74.34,66.66,5,Fails to verify documentation thoroughly.,0.95,0,2025-07-01 00:00:00
2132,178,57,82.55,75.01,2,Fails to verify documentation thoroughly.,0.95,0,2025-08-01 00:00:00
2133,178,39,87.15,74.41,4,Fails to verify documentation thoroughly.,0.93,0,2025-09-01 00:00:00
2134,178,78,69.14,66.61,2,Frequent audit exceptions flagged.,0.93,0,2025-10-01 00:00:00
2135,178,51,76.29,70.29,6,Frequent audit exceptions flagged.,0.87,0,2025-11-01 00:00:00
2136,178,97,75.59,72.86,3,Fails to verify documentation thoroughly.,0.9,0,2025-12-01 00:00:00
2137,179,70,62.08,68.3,4,Minor KYC compliance oversight noted.,0.97,0,2025-01-01 00:00:00
2138,179,43,76.14,68.0,6,Minor KYC compliance oversight noted.,0.91,0,2025-02-01 00:00:00
2139,179,47,74.53,62.85,3,Minor KYC compliance oversight noted.,0.88,0,2025-03-01 00:00:00
2140,179,68,73.0,75.61,4,Minor KYC compliance oversight noted.,0.95,0,2025-04-01 00:00:00
2141,179,46,79.67,74.06,4,Frequent audit exceptions flagged.,0.86,0,2025-05-01 00:00:00
2142,179,52,81.99,64.05,3,Frequent audit exceptions flagged.,0.97,0,2025-06-01 00:00:00
2143,179,33,75.37,64.76,4,Minor KYC compliance oversight noted.,0.92,0,2025-07-01 00:00:00
2144,179,21,77.87,71.19,5,Fails to verify documentation thoroughly.,0.99,1,2025-08-01 00:00:00
2145,179,83,67.28,56.58,5,Frequent audit exceptions flagged.,0.85,0,2025-09-01 00:00:00
2146,179,65,77.89,51.93,7,Frequent audit exceptions flagged.,0.98,0,2025-10-01 00:00:00
2147,179,72,76.14,75.54,5,Frequent audit exceptions flagged.,0.88,0,2025-11-01 00:00:00
2148,179,70,78.56,70.91,7,Minor KYC compliance oversight noted.,0.93,0,2025-12-01 00:00:00
2149,180,168,97.71,94.45,0,Completes workplans well ahead of schedule.,0.88,2,2025-01-01 00:00:00
2150,180,139,97.4,95.6,0,Completes workplans well ahead of schedule.,0.86,2,2025-02-01 00:00:00
2151,180,88,95.63,87.92,0,High output speed on ledger entries.,0.98,2,2025-03-01 00:00:00
2152,180,128,97.07,93.51,0,Completes workplans well ahead of schedule.,0.89,2,2025-04-01 00:00:00
2153,180,121,96.73,94.11,3,Completes workplans well ahead of schedule.,0.95,2,2025-05-01 00:00:00
2154,180,129,96.83,99.35,1,Completes workplans well ahead of schedule.,0.93,2,2025-06-01 00:00:00
2155,180,143,93.87,97.4,1,High output speed on ledger entries.,0.95,1,2025-07-01 00:00:00
2156,180,125,95.18,100.0,1,Completes workplans well ahead of schedule.,0.91,1,2025-08-01 00:00:00
2157,180,162,96.87,99.13,0,High output speed on ledger entries.,0.95,2,2025-09-01 00:00:00
2158,180,142,92.58,100.0,1,High output speed on ledger entries.,0.93,2,2025-10-01 00:00:00
2159,180,133,99.36,96.61,2,Consistently exceeds monthly volume targets.,0.88,2,2025-11-01 00:00:00
2160,180,133,95.52,93.46,1,High output speed on ledger entries.,0.93,2,2025-12-01 00:00:00
2161,181,23,79.52,51.78,5,Fails to verify documentation thoroughly.,0.9,0,2025-01-01 00:00:00
2162,181,64,78.5,74.48,10,Frequent audit exceptions flagged.,1.0,0,2025-02-01 00:00:00
2163,181,41,71.76,44.37,4,Minor KYC compliance oversight noted.,0.91,0,2025-03-01 00:00:00
2164,181,52,83.76,82.23,2,Minor KYC compliance oversight noted.,0.88,0,2025-04-01 00:00:00
2165,181,57,71.1,56.34,9,Fails to verify documentation thoroughly.,0.94,0,2025-05-01 00:00:00
2166,181,56,59.45,77.96,6,Minor KYC compliance oversight noted.,0.97,1,2025-06-01 00:00:00
2167,181,35,75.2,53.53,5,Frequent audit exceptions flagged.,0.99,0,2025-07-01 00:00:00
2168,181,74,75.64,74.88,8,Fails to verify documentation thoroughly.,0.92,0,2025-08-01 00:00:00
2169,181,53,75.62,67.04,5,Fails to verify documentation thoroughly.,0.97,0,2025-09-01 00:00:00
2170,181,60,84.83,67.68,6,Frequent audit exceptions flagged.,0.99,0,2025-10-01 00:00:00
2171,181,32,65.97,89.92,6,Frequent audit exceptions flagged.,0.96,0,2025-11-01 00:00:00
2172,181,67,83.86,70.66,6,Frequent audit exceptions flagged.,0.87,0,2025-12-01 00:00:00
2173,182,91,88.71,79.28,6,Strictly adheres to KYC protocols.,0.91,1,2025-01-01 00:00:00
2174,182,120,89.43,75.4,2,Demonstrates exemplary regulatory compliance.,0.86,0,2025-02-01 00:00:00
2175,182,87,79.78,77.71,2,Zero compliance audit findings.,0.94,2,2025-03-01 00:00:00
2176,182,54,92.26,84.39,0,Strictly adheres to KYC protocols.,0.93,0,2025-04-01 00:00:00
